1192,1189,873,1685,1322,1634
1192,1189,896,1700,1340,1620
1191,1190,920,1712,1358,1607
1191,1190,943,1725,1376,1593
1191,1190,968,1736,1392,1580
1191,1190,995,1746,1409,1567
1191,1190,1021,1755,1426,1554
1191,1190,1049,1763,1443,1542
1191,1190,1077,1769,1460,1529
1191,1190,1106,1774,1477,1517
1191,1190,1134,1778,1495,1505
1191,1190,1164,1780,1513,1492
1190,1190,1194,1780,1531,1480
1190,1190,1223,1779,1549,1467
1190,1190,1253,1777,1568,1454
1190,1190,1283,1773,1588,1441
1190,1190,1312,1768,1610,1427
1190,1190,1342,1760,1631,1413
1190,1190,1372,1752,1652,1398
1190,1190,1401,1742,1676,1382
1190,1190,1430,1729,1699,1367
1190,1189,1458,1716,1724,1350
1190,1189,1486,1701,1749,1334
1191,1189,1513,1684,1775,1316
1191,1189,1539,1666,1802,1298
1191,1189,1564,1646,1828,1280
1192,1189,1589,1626,1856,1262
1192,1189,1612,1603,1884,1243
1193,1189,1634,1580,1913,1224
1193,1189,1656,1555,1942,1205
1193,1189,1675,1529,1971,1188
1194,1188,1694,1501,1999,1170
1194,1188,1711,1473,2028,1152
1194,1188,1726,1443,2055,1136
1194,1188,1740,1412,2083,1120
1195,1188,1752,1380,2108,1105
1195,1188,1762,1347,2133,1093
1195,1188,1771,1314,2156,1081
1194,1188,1777,1279,2176,1072
1195,1188,1781,1244,2193,1063
1195,1188,1784,1209,2207,1057
1195,1187,1784,1172,2217,1053
1195,1187,1781,1136,2222,1049
1195,1187,1777,1100,2223,1046
1194,1187,1770,1065,2220,1045
1194,1187,1761,1029,2211,1042
1194,1187,1751,996,2199,1042
1194,1187,1738,963,2182,1039
1194,1187,1723,931,2162,1036
1193,1187,1707,901,2138,1032
1193,1187,1689,871,2112,1027
1192,1187,1670,844,2084,1021
1192,1187,1650,818,2055,1015
1191,1187,1628,793,2025,1008
1191,1187,1605,770,1994,1000
1190,1187,1580,748,1962,991
1190,1187,1556,728,1930,982
1190,1186,1531,709,1898,973
1190,1187,1505,691,1866,963
1189,1187,1479,675,1835,954
1190,1186,1452,661,1804,944
1190,1186,1424,648,1774,935
1190,1186,1396,637,1744,926
1190,1186,1367,627,1714,918
1190,1186,1338,619,1686,910
1190,1186,1310,612,1660,900
1190,1186,1281,607,1633,892
1190,1186,1252,602,1607,883
1190,1186,1223,600,1582,876
1190,1186,1193,600,1558,869
1190,1186,1164,600,1534,862
1190,1186,1136,602,1511,856
1190,1186,1107,606,1489,850
1190,1186,1080,610,1468,844
1191,1186,1052,616,1447,839
1191,1186,1026,624,1428,832
1191,1186,1000,632,1409,826
1192,1186,974,642,1390,821
